web-scraper-order,web-scraper-start-url,Reg,Aircraft Type,Config,Delivered,Age,Models
1519894270-5167,https://www.planespotters.net/airline/Ryanair?p=7,EI-FTH,Boeing 737-8AS(WL),Y189,17. Nov 2016,1.3 Years,737
1519894275-5267,https://www.planespotters.net/airline/Ryanair?p=5,EI-ESP,Boeing 737-8AS(WL),Y189,29. Sep 2011,6.5 Years,737
1519894266-5091,https://www.planespotters.net/airline/Ryanair?p=8,EI-FZL,Boeing 737-8AS(WL),Y189,20. Apr 2017,0.9 Years,737
1519894275-5285,https://www.planespotters.net/airline/Ryanair?p=5,EI-EVJ,Boeing 737-8AS(WL),Y189,07. Mar 2012,6.0 Years,737
1519894277-5308,https://www.planespotters.net/airline/Ryanair?p=4,EI-EKH,Boeing 737-8AS(WL),Y189,28. Jan 2010,8.1 Years,737
1519894277-5340,https://www.planespotters.net/airline/Ryanair?p=4,EI-EMR,Boeing 737-8AS(WL),Y189,30. Jun 2010,7.7 Years,737
1519894266-5113,https://www.planespotters.net/airline/Ryanair?p=8,EI-GDK,Boeing 737-8AS(WL),Y189,02. Nov 2017,0.4 Years,737
1519894270-5168,https://www.planespotters.net/airline/Ryanair?p=7,EI-FTI,Boeing 737-8AS(WL),Y189,01. Dec 2016,1.3 Years,737
1519894282-5403,https://www.planespotters.net/airline/Ryanair?p=2,EI-DLE,Boeing 737-8AS(WL),Y189,09. Feb 2006,12.1 Years,737
1519894277-5335,https://www.planespotters.net/airline/Ryanair?p=4,EI-EML,Boeing 737-8AS(WL),Y189,25. May 2010,7.8 Years,737
1519894272-5190,https://www.planespotters.net/airline/Ryanair?p=6,EI-EVY,Boeing 737-8AS(WL),Y189,17. Dec 2012,5.4 Years,737
1519894272-5221,https://www.planespotters.net/airline/Ryanair?p=6,EI-FIZ,Boeing 737-8AS(WL),Y189,10. Nov 2015,2.3 Years,737
1519894266-5089,https://www.planespotters.net/airline/Ryanair?p=8,EI-FZJ,Boeing 737-8AS(WL),Y189,12. Apr 2017,0.9 Years,737
1519894285-5509,https://www.planespotters.net/airline/Ryanair?p=1,EI-DLC,Boeing 737-8AS(WL),Y189,13. Jan 2006,12.2 Years,737
1519894282-5436,https://www.planespotters.net/airline/Ryanair?p=2,EI-DPY,Boeing 737-8AS(WL),Y189,11. Sep 2007,10.5 Years,737
1519892993-3880,https://www.planespotters.net/airline/United-Airlines?p=1,N846UA,Airbus A319-131,C8Y120,28. Nov 2001,16.4 Years,A320
1519892968-3354,https://www.planespotters.net/airline/United-Airlines?p=11,N590UA,Boeing 757-222(WL),C28Y114,31. Dec 1997,20.2 Years,757
1519892960-3179,https://www.planespotters.net/airline/United-Airlines?p=14,N784UA,Boeing 777-222(ER),F8C40Y221,29. Apr 1997,20.9 Years,777
1519892960-3162,https://www.planespotters.net/airline/United-Airlines?p=14,N776UA,Boeing 777-222,C28Y336,11. Apr 1996,22.0 Years,777
1519892983-3631,https://www.planespotters.net/airline/United-Airlines?p=5,N27733,Boeing 737-724(WL),C12Y114,01. Oct 2010,18.5 Years,737
1519892991-3819,https://www.planespotters.net/airline/United-Airlines?p=2,N408UA,Airbus A320-232,C12Y138,"06. Jan 2009
(14. Mar 1994)",24.3 Years,A320
1519892978-3551,https://www.planespotters.net/airline/United-Airlines?p=7,N77536,Boeing 737-824(WL),C16Y150,01. Sep 2016,1.5 Years,737
1519892973-3419,https://www.planespotters.net/airline/United-Airlines?p=9,N53441,Boeing 737-924(ER)(WL),C20Y159,01. Oct 2010,8.5 Years,737
1519892973-3438,https://www.planespotters.net/airline/United-Airlines?p=9,N64809,Boeing 737-924(ER)(WL),C20Y159,10. Dec 2013,4.3 Years,737
1519892988-3780,https://www.planespotters.net/airline/United-Airlines?p=3,N474UA,Airbus A320-232,C12Y138,"06. Jan 2009
(22. May 2001)",16.9 Years,A320
1519892978-3535,https://www.planespotters.net/airline/United-Airlines?p=7,N76523,Boeing 737-824(WL),C16Y150,01. Oct 2010,8.0 Years,737
1519892973-3456,https://www.planespotters.net/airline/United-Airlines?p=9,N67846,Boeing 737-924(ER)(WL),C20Y159,25. Feb 2015,3.0 Years,737
1519892988-3753,https://www.planespotters.net/airline/United-Airlines?p=3,N446UA,Airbus A320-232,C12Y138,"06. Jan 2009
(18. Jun 1998)",19.8 Years,A320
1519892968-3340,https://www.planespotters.net/airline/United-Airlines?p=11,N41140,Boeing 757-224(WL),C16Y153,01. Oct 2010,18.1 Years,757
1519892983-3664,https://www.planespotters.net/airline/United-Airlines?p=5,N18220,Boeing 737-824(WL),C16Y150,01. Oct 2010,19.4 Years,737
1519892993-3881,https://www.planespotters.net/airline/United-Airlines?p=1,N847UA,Airbus A319-131,C8Y120,28. Nov 2001,16.3 Years,A320
1519892963-3233,https://www.planespotters.net/airline/United-Airlines?p=13,N216UA,Boeing 777-222(ER),F8C40Y221,21. Jul 2000,17.7 Years,777
1519892981-3625,https://www.planespotters.net/airline/United-Airlines?p=6,N76265,Boeing 737-824(WL),C16Y150,01. Oct 2010,16.6 Years,737
1519892973-3467,https://www.planespotters.net/airline/United-Airlines?p=9,N68823,Boeing 737-924(ER)(WL),C20Y159,01. May 2014,3.9 Years,737
1519892978-3536,https://www.planespotters.net/airline/United-Airlines?p=7,N76526,Boeing 737-824(WL),C16Y150,01. Oct 2010,7.8 Years,737
1519892968-3322,https://www.planespotters.net/airline/United-Airlines?p=11,N17128,Boeing 757-224(WL),C16Y153,01. Oct 2010,20.0 Years,757
1519892988-3773,https://www.planespotters.net/airline/United-Airlines?p=3,N467UA,Airbus A320-232,C12Y138,"06. Jan 2009
(14. Dec 2000)",17.3 Years,A320
1519892976-3506,https://www.planespotters.net/airline/United-Airlines?p=8,N38451,Boeing 737-924(ER)(WL),C20Y159,16. Apr 2012,5.9 Years,737
1519892966-3309,https://www.planespotters.net/airline/United-Airlines?p=12,N675UA,Boeing 767-322(ER)(WL),C30Y184,01. Aug 2000,17.7 Years,767
1519892993-3877,https://www.planespotters.net/airline/United-Airlines?p=1,N843UA,Airbus A319-131,C8Y120,31. Aug 2001,16.6 Years,A320
1519892976-3473,https://www.planespotters.net/airline/United-Airlines?p=8,N31412,Boeing 737-924(WL),C20Y159,01. Oct 2010,15.9 Years,737
1519892973-3443,https://www.planespotters.net/airline/United-Airlines?p=9,N66814,Boeing 737-924(ER)(WL),C20Y159,13. Feb 2014,4.1 Years,737
1519892963-3235,https://www.planespotters.net/airline/United-Airlines?p=13,N218UA,Boeing 777-222(ER),F8C40Y221,10. Jan 2001,17.2 Years,777
1519892978-3527,https://www.planespotters.net/airline/United-Airlines?p=7,N76505,Boeing 737-824(WL),C16Y150,01. Oct 2010,11.5 Years,737
1519892963-3216,https://www.planespotters.net/airline/United-Airlines?p=13,N69063,Boeing 767-424(ER),C39Y203,01. Oct 2010,16.0 Years,767
1519892973-3423,https://www.planespotters.net/airline/United-Airlines?p=9,N61882,Boeing 737-924(ER)(WL),C20Y159,28. May 2015,2.8 Years,737
1519892991-3822,https://www.planespotters.net/airline/United-Airlines?p=2,N411UA,Airbus A320-232,C12Y138,13. Apr 1994,24.1 Years,A320
1519892985-3701,https://www.planespotters.net/airline/United-Airlines?p=4,N498UA,Airbus A320-232,C12Y138,"06. Jan 2009
(17. Oct 2002)",15.5 Years,A320
1519892966-3307,https://www.planespotters.net/airline/United-Airlines?p=12,N673UA,Boeing 767-322(ER)(WL),C30Y184,11. Jan 2000,18.2 Years,767
1519892991-3832,https://www.planespotters.net/airline/United-Airlines?p=2,N421UA,Airbus A320-232,C12Y138,09. Dec 1994,23.4 Years,A320
1519892976-3490,https://www.planespotters.net/airline/United-Airlines?p=8,N37434,Boeing 737-924(ER)(WL),C20Y159,01. Oct 2010,8.9 Years,737
1519892963-3236,https://www.planespotters.net/airline/United-Airlines?p=13,N219UA,Boeing 777-222(ER),F8C40Y221,23. Jan 2001,17.2 Years,777
1519892993-3876,https://www.planespotters.net/airline/United-Airlines?p=1,N842UA,Airbus A319-131,C8Y120,04. Sep 2001,16.6 Years,A320
1519892973-3422,https://www.planespotters.net/airline/United-Airlines?p=9,N61881,Boeing 737-924(ER)(WL),C20Y159,14. May 2015,2.8 Years,737
1519892991-3821,https://www.planespotters.net/airline/United-Airlines?p=2,N410UA,Airbus A320-232,C12Y138,01. Apr 1994,24.1 Years,A320
1519892968-3360,https://www.planespotters.net/airline/United-Airlines?p=11,N56859,Boeing 757-324(WL),C24Y189,01. Oct 2010,13.9 Years,757
1519892991-3787,https://www.planespotters.net/airline/United-Airlines?p=2,N890UA,Airbus A319-132,C8Y120,01. Jul 2016,11.7 Years,A320
1519892983-3637,https://www.planespotters.net/airline/United-Airlines?p=5,N39728,Boeing 737-724(WL),C12Y114,01. Oct 2010,18.7 Years,737
1519892976-3482,https://www.planespotters.net/airline/United-Airlines?p=8,N36476,Boeing 737-924(ER)(WL),C20Y159,25. Jun 2013,4.7 Years,737
1519892973-3452,https://www.planespotters.net/airline/United-Airlines?p=9,N67812,Boeing 737-924(ER)(WL),C20Y159,24. Jan 2014,4.1 Years,737
1519892978-3552,https://www.planespotters.net/airline/United-Airlines?p=7,N77537,Boeing 737-824(WL),C16Y150,23. Sep 2016,1.5 Years,737
1519892968-3326,https://www.planespotters.net/airline/United-Airlines?p=11,N18119,Boeing 757-224(WL),C16Y153,01. Oct 2010,20.8 Years,757
1519892968-3324,https://www.planespotters.net/airline/United-Airlines?p=11,N17139,Boeing 757-224(WL),C16Y153,01. Oct 2010,18.1 Years,757
1519892983-3658,https://www.planespotters.net/airline/United-Airlines?p=5,N16217,Boeing 737-824(WL),C16Y150,01. Oct 2010,19.6 Years,737
1519892963-3230,https://www.planespotters.net/airline/United-Airlines?p=13,N213UA,Boeing 777-222,C28Y336,15. Aug 2000,17.6 Years,777
1519892960-3159,https://www.planespotters.net/airline/United-Airlines?p=14,N773UA,Boeing 777-222,C28Y336,31. Jan 1996,23.4 Years,777
1519892991-3803,https://www.planespotters.net/airline/United-Airlines?p=2,N,Airbus A319-132,,Due,13.8 Years,A320
1519892971-3372,https://www.planespotters.net/airline/United-Airlines?p=10,N69810,Boeing 737-924(ER)(WL),C20Y159,19. Dec 2013,4.2 Years,737
1519892968-3350,https://www.planespotters.net/airline/United-Airlines?p=11,N58101,Boeing 757-224(WL),C16Y153,01. Oct 2010,23.9 Years,757
1519892978-3543,https://www.planespotters.net/airline/United-Airlines?p=7,N77295,Boeing 737-824(WL),C16Y150,01. Oct 2010,12.5 Years,737
1519892963-3218,https://www.planespotters.net/airline/United-Airlines?p=13,N76055,Boeing 767-424(ER),C39Y203,01. Oct 2010,17.1 Years,767
1519892991-3814,https://www.planespotters.net/airline/United-Airlines?p=2,N403UA,Airbus A320-232,C12Y138,20. Dec 1993,24.4 Years,A320
1519892963-3220,https://www.planespotters.net/airline/United-Airlines?p=13,N76064,Boeing 767-424(ER),C39Y203,01. Oct 2010,16.0 Years,767
1519892968-3355,https://www.planespotters.net/airline/United-Airlines?p=11,N595UA,Boeing 757-222(WL),C28Y114,04. Feb 1998,20.1 Years,757
1519892985-3708,https://www.planespotters.net/airline/United-Airlines?p=4,N14704,Boeing 737-724(WL),C12Y114,01. Oct 2010,19.9 Years,737
1519892983-3652,https://www.planespotters.net/airline/United-Airlines?p=5,N14235,Boeing 737-824(WL),C16Y150,01. Oct 2010,18.6 Years,737
1519892983-3663,https://www.planespotters.net/airline/United-Airlines?p=5,N17245,Boeing 737-824(WL),C16Y150,01. Oct 2010,18.4 Years,737
1519892971-3405,https://www.planespotters.net/airline/United-Airlines?p=10,N78448,Boeing 737-924(ER)(WL),C20Y159,01. Mar 2012,6.0 Years,737
1519892966-3310,https://www.planespotters.net/airline/United-Airlines?p=12,N676UA,Boeing 767-322(ER)(WL),C30Y184,23. Apr 2001,16.9 Years,767
1519892976-3505,https://www.planespotters.net/airline/United-Airlines?p=8,N38446,Boeing 737-924(ER)(WL),C20Y159,20. Jan 2012,6.1 Years,737
1519892981-3603,https://www.planespotters.net/airline/United-Airlines?p=6,N37274,Boeing 737-824(WL),C16Y150,01. Oct 2010,16.1 Years,737
1519892960-3182,https://www.planespotters.net/airline/United-Airlines?p=14,N787UA,Boeing 777-222(ER),F8C40Y221,05. Jun 1997,21.4 Years,777
1519892971-3409,https://www.planespotters.net/airline/United-Airlines?p=10,N12114,Boeing 757-224(WL),C16Y153,01. Oct 2010,22.7 Years,757
1519892976-3495,https://www.planespotters.net/airline/United-Airlines?p=8,N37465,Boeing 737-924(ER)(WL),C20Y159,10. Jan 2013,5.2 Years,737
1519892978-3533,https://www.planespotters.net/airline/United-Airlines?p=7,N76519,Boeing 737-824(WL),C16Y150,01. Oct 2010,8.2 Years,737
1519892981-3597,https://www.planespotters.net/airline/United-Airlines?p=6,N37252,Boeing 737-824(WL),C16Y150,01. Oct 2010,17.5 Years,737
1519892958-3154,https://www.planespotters.net/airline/United-Airlines?p=15,N36962,Boeing 787-9 Dreamliner,C48Y204,30. Nov 2015,2.3 Years,787
1519892960-3171,https://www.planespotters.net/airline/United-Airlines?p=14,N78008,Boeing 777-224(ER),C50Y217,01. Oct 2010,19.0 Years,777
1519892968-3331,https://www.planespotters.net/airline/United-Airlines?p=11,N21108,Boeing 757-224(WL),C16Y153,01. Oct 2010,23.4 Years,757
1519892985-3694,https://www.planespotters.net/airline/United-Airlines?p=4,N491UA,Airbus A320-232,C12Y138,"06. Jan 2009
(11. Apr 2002)",16.0 Years,A320
1519892993-3857,https://www.planespotters.net/airline/United-Airlines?p=1,N823UA,Airbus A319-131,C8Y120,12. Feb 1999,19.1 Years,A320
1519892971-3408,https://www.planespotters.net/airline/United-Airlines?p=10,N12109,Boeing 757-224(WL),C16Y153,01. Oct 2010,23.3 Years,757
1519892991-3820,https://www.planespotters.net/airline/United-Airlines?p=2,N409UA,Airbus A320-232,C12Y138,21. Mar 1994,24.2 Years,A320
1519892958-3135,https://www.planespotters.net/airline/United-Airlines?p=15,N17963,Boeing 787-9 Dreamliner,C48Y204,25. Jan 2016,2.1 Years,787
1519892981-3620,https://www.planespotters.net/airline/United-Airlines?p=6,N73278,Boeing 737-824(WL),C16Y150,01. Oct 2010,14.4 Years,737
1519892978-3545,https://www.planespotters.net/airline/United-Airlines?p=7,N77510,Boeing 737-824(WL),C16Y150,01. Oct 2010,9.9 Years,737
1519892968-3320,https://www.planespotters.net/airline/United-Airlines?p=11,N17122,Boeing 757-224(WL),C16Y153,01. Oct 2010,20.6 Years,757
1519892960-3205,https://www.planespotters.net/airline/United-Airlines?p=14,N2639U,Boeing 777-322(ER),C60Y306,30. May 2017,0.9 Years,777
1519892988-3767,https://www.planespotters.net/airline/United-Airlines?p=3,N461UA,Airbus A320-232,C12Y138,24. Jul 2000,17.7 Years,A320
1519892978-3541,https://www.planespotters.net/airline/United-Airlines?p=7,N77258,Boeing 737-824(WL),C16Y150,01. Oct 2010,17.3 Years,737
1519892976-3488,https://www.planespotters.net/airline/United-Airlines?p=8,N37422,Boeing 737-924(ER)(WL),C20Y159,01. Oct 2010,9.8 Years,737
1519892976-3514,https://www.planespotters.net/airline/United-Airlines?p=8,N39416,Boeing 737-924(ER)(WL),C20Y159,01. Oct 2010,10.0 Years,737
1519892983-3642,https://www.planespotters.net/airline/United-Airlines?p=5,N12221,Boeing 737-824(WL),C16Y150,01. Oct 2010,19.3 Years,737
1519892991-3809,https://www.planespotters.net/airline/United-Airlines?p=2,N,Airbus A319-132,,Due,12.4 Years,A320
1519892993-3879,https://www.planespotters.net/airline/United-Airlines?p=1,N845UA,Airbus A319-131,C8Y120,15. Nov 2001,16.5 Years,A320
1519892985-3682,https://www.planespotters.net/airline/United-Airlines?p=4,N480UA,Airbus A320-232,C12Y138,"06. Jan 2009
(12. Sep 2001)",16.6 Years,A320
1519892968-3321,https://www.planespotters.net/airline/United-Airlines?p=11,N17126,Boeing 757-224(WL),C16Y153,01. Oct 2010,20.1 Years,757
1519892966-3283,https://www.planespotters.net/airline/United-Airlines?p=12,N648UA,Boeing 767-322(ER)(WL),C30Y184,20. Jul 1992,25.7 Years,767
1519892981-3617,https://www.planespotters.net/airline/United-Airlines?p=6,N73270,Boeing 737-824(WL),C16Y150,01. Oct 2010,16.4 Years,737
1519892981-3592,https://www.planespotters.net/airline/United-Airlines?p=6,N35271,Boeing 737-824(WL),C16Y150,01. Oct 2010,16.4 Years,737
1519892988-3749,https://www.planespotters.net/airline/United-Airlines?p=3,N442UA,Airbus A320-232,C12Y138,"06. Jan 2009
(26. Feb 1998)",20.1 Years,A320
1519892960-3161,https://www.planespotters.net/airline/United-Airlines?p=14,N775UA,Boeing 777-222,C28Y336,22. Jan 1996,22.2 Years,777
1519892985-3680,https://www.planespotters.net/airline/United-Airlines?p=4,N478UA,Airbus A320-232,C12Y138,"06. Jan 2009
(09. Aug 2001)",16.7 Years,A320
1519892981-3607,https://www.planespotters.net/airline/United-Airlines?p=6,N37290,Boeing 737-824(WL),C16Y150,01. Oct 2010,13.5 Years,737
1519892985-3700,https://www.planespotters.net/airline/United-Airlines?p=4,N497UA,Airbus A320-232,C12Y138,"06. Jan 2009
(18. Sep 2002)",15.6 Years,A320
1519892960-3167,https://www.planespotters.net/airline/United-Airlines?p=14,N78002,Boeing 777-224(ER),C50Y217,01. Oct 2010,19.5 Years,777
1519892993-3885,https://www.planespotters.net/airline/United-Airlines?p=1,N851UA,Airbus A319-131,C8Y120,13. Mar 2002,16.0 Years,A320
1519892993-3852,https://www.planespotters.net/airline/United-Airlines?p=1,N818UA,Airbus A319-131,C8Y120,01. Oct 1998,19.5 Years,A320
1519892963-3252,https://www.planespotters.net/airline/United-Airlines?p=13,N76010,Boeing 777-224(ER),C50Y217,01. Oct 2010,18.8 Years,777
1519892976-3491,https://www.planespotters.net/airline/United-Airlines?p=8,N37437,Boeing 737-924(ER)(WL),C20Y159,01. Oct 2010,8.7 Years,737
1519892963-3241,https://www.planespotters.net/airline/United-Airlines?p=13,N224UA,Boeing 777-222(ER),F8C40Y221,07. Dec 2001,16.3 Years,777
1519892988-3778,https://www.planespotters.net/airline/United-Airlines?p=3,N472UA,Airbus A320-232,C12Y138,"06. Jan 2009
(03. Apr 2001)",17.0 Years,A320
1519892963-3256,https://www.planespotters.net/airline/United-Airlines?p=13,N77006,Boeing 777-224(ER),C50Y217,01. Oct 2010,19.3 Years,777
1519892981-3614,https://www.planespotters.net/airline/United-Airlines?p=6,N73251,Boeing 737-824(WL),C16Y150,01. Oct 2010,17.5 Years,737
1519892988-3755,https://www.planespotters.net/airline/United-Airlines?p=3,N448UA,Airbus A320-232,C12Y138,"06. Jan 2009
(06. Jul 1998)",19.8 Years,A320
1519892963-3222,https://www.planespotters.net/airline/United-Airlines?p=13,N77066,Boeing 767-424(ER),C39Y203,01. Oct 2010,15.8 Years,767
1519892981-3595,https://www.planespotters.net/airline/United-Airlines?p=6,N36272,Boeing 737-824(WL),C16Y150,01. Oct 2010,16.4 Years,737
1519892960-3158,https://www.planespotters.net/airline/United-Airlines?p=14,N772UA,Boeing 777-222,C28Y336,29. Sep 1995,23.3 Years,777
1519892976-3515,https://www.planespotters.net/airline/United-Airlines?p=8,N39418,Boeing 737-924(ER)(WL),C20Y159,01. Oct 2010,10.0 Years,737
1519892988-3730,https://www.planespotters.net/airline/United-Airlines?p=3,N423UA,Airbus A320-232,C12Y138,01. Feb 1995,23.3 Years,A320
1519892983-3627,https://www.planespotters.net/airline/United-Airlines?p=5,N24736,Boeing 737-724(WL),C12Y114,01. Oct 2010,18.5 Years,737
1519892963-3211,https://www.planespotters.net/airline/United-Airlines?p=13,N66057,Boeing 767-424(ER),C39Y203,01. Oct 2010,16.2 Years,767
1519892966-3295,https://www.planespotters.net/airline/United-Airlines?p=12,N661UA,Boeing 767-322(ER)(WL),C30Y184,29. Jul 1993,24.6 Years,767
1519892960-3181,https://www.planespotters.net/airline/United-Airlines?p=14,N786UA,Boeing 777-222(ER),F8C40Y221,04. Apr 1997,21.0 Years,777
1519892963-3259,https://www.planespotters.net/airline/United-Airlines?p=13,N77019,Boeing 777-224(ER),C50Y217,01. Oct 2010,11.0 Years,777
1519892966-3304,https://www.planespotters.net/airline/United-Airlines?p=12,N670UA,Boeing 767-322(ER)(WL),C30Y184,31. Aug 1999,18.5 Years,767
1519892988-3771,https://www.planespotters.net/airline/United-Airlines?p=3,N465UA,Airbus A320-232,C12Y138,"06. Jan 2009
(20. Nov 2000)",17.4 Years,A320
1519892985-3706,https://www.planespotters.net/airline/United-Airlines?p=4,N13720,Boeing 737-724(WL),C12Y114,01. Oct 2010,19.1 Years,737
1519892985-3678,https://www.planespotters.net/airline/United-Airlines?p=4,N476UA,Airbus A320-232,C12Y138,"06. Jan 2009
(10. Jul 2001)",16.8 Years,A320
1519892985-3720,https://www.planespotters.net/airline/United-Airlines?p=4,N17730,Boeing 737-724(WL),C12Y114,01. Oct 2010,18.6 Years,737
1519892968-3315,https://www.planespotters.net/airline/United-Airlines?p=11,N14118,Boeing 757-224(WL),C16Y153,01. Oct 2010,21.0 Years,757
1519892993-3873,https://www.planespotters.net/airline/United-Airlines?p=1,N839UA,Airbus A319-131,C8Y120,31. May 2001,16.8 Years,A320
1519892983-3645,https://www.planespotters.net/airline/United-Airlines?p=5,N13227,Boeing 737-824(WL),C16Y150,01. Oct 2010,18.9 Years,737
1519892960-3166,https://www.planespotters.net/airline/United-Airlines?p=14,N78001,Boeing 777-224(ER),C50Y217,01. Oct 2010,19.5 Years,777
1519892985-3724,https://www.planespotters.net/airline/United-Airlines?p=4,N23707,Boeing 737-724(WL),C12Y114,01. Oct 2010,19.8 Years,737
1519892981-3580,https://www.planespotters.net/airline/United-Airlines?p=6,N33264,Boeing 737-824(WL),C16Y150,01. Oct 2010,16.6 Years,737
1519892976-3485,https://www.planespotters.net/airline/United-Airlines?p=8,N37413,Boeing 737-924(ER)(WL),C20Y159,01. Oct 2010,10.2 Years,737
1519892973-3449,https://www.planespotters.net/airline/United-Airlines?p=9,N66848,Boeing 737-924(ER)(WL),C20Y159,30. Mar 2015,3.0 Years,737
1519892978-3550,https://www.planespotters.net/airline/United-Airlines?p=7,N77535,Boeing 737-824(WL),C16Y150,26. Aug 2016,1.6 Years,737
1519892981-3591,https://www.planespotters.net/airline/United-Airlines?p=6,N35260,Boeing 737-824(WL),C16Y150,01. Oct 2010,16.8 Years,737
1519892978-3544,https://www.planespotters.net/airline/United-Airlines?p=7,N77296,Boeing 737-824(WL),C16Y150,01. Oct 2010,12.5 Years,737
1519892976-3520,https://www.planespotters.net/airline/United-Airlines?p=8,N39475,Boeing 737-924(ER)(WL),C20Y159,03. Jun 2013,4.8 Years,737
1519892976-3480,https://www.planespotters.net/airline/United-Airlines?p=8,N36469,Boeing 737-924(ER)(WL),C20Y159,11. Mar 2013,5.0 Years,737
1519892976-3501,https://www.planespotters.net/airline/United-Airlines?p=8,N38403,Boeing 737-924(WL),C20Y159,01. Oct 2010,16.7 Years,737
1519892963-3221,https://www.planespotters.net/airline/United-Airlines?p=13,N76065,Boeing 767-424(ER),C39Y203,01. Oct 2010,15.9 Years,767
1519892988-3754,https://www.planespotters.net/airline/United-Airlines?p=3,N447UA,Airbus A320-232,C12Y138,"06. Jan 2009
(01. Jul 1998)",19.8 Years,A320
1519892963-3213,https://www.planespotters.net/airline/United-Airlines?p=13,N67058,Boeing 767-424(ER),C39Y203,01. Oct 2010,16.1 Years,767
1519892963-3225,https://www.planespotters.net/airline/United-Airlines?p=13,N206UA,Boeing 777-222(ER),F8C40Y221,18. May 1999,18.8 Years,777
